enrollee_id,full_name,city,gender,enrolled_university,education_level,major_discipline,relevent_experience,experience,company_size,company_type,last_new_job,training_hours,employed,city_development_index
9788,Katie Davis,city_16,Male,no_enrollment,Graduate,STEM,Has relevent experience,14,10/49,Funded Startup,1,26,0.0,0.91
32069,Emily Garcia,city_16,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,1000-4999,Pvt Ltd,>4,102,0.0,0.91
20389,Alex Martinez,city_21,unknow,no_enrollment,Graduate,STEM,No relevent experience,<1,50-99,Pvt Ltd,1,48,0.0,0.624
28389,Chris Smith,city_114,Male,Full time course,Graduate,STEM,No relevent experience,4,50-99,Funded Startup,1,23,0.0,0.926
6567,John Miller,city_67,Male,no_enrollment,Masters,STEM,Has relevent experience,11,100-500,Pvt Ltd,1,56,0.0,0.855
24841,Alex Jones,city_21,unknow,Full time course,Graduate,STEM,No relevent experience,7,unknow,unknow,never,3,1.0,0.624
29847,Alex Johnson,city_45,Male,Full time course,Graduate,STEM,No relevent experience,7,unknow,unknow,1,106,1.0,0.89
31745,Jane Jones,city_165,Male,no_enrollment,Graduate,STEM,Has relevent experience,20,100-500,Pvt Ltd,2,36,0.0,0.903
28499,Emily Davis,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,10,50-99,Pvt Ltd,>4,38,0.0,0.624
1681,Laura Garcia,city_103,Male,Full time course,Masters,STEM,No relevent experience,10,unknow,unknow,1,105,0.0,0.92
8790,Emily Davis,city_160,Female,no_enrollment,Graduate,Humanities,Has relevent experience,3,50-99,Public Sector,2,46,0.0,0.92
11244,David Smith,city_36,Male,no_enrollment,Masters,STEM,Has relevent experience,20,5000-9999,Public Sector,2,15,0.0,0.893
8599,Alex Davis,city_160,Male,no_enrollment,Graduate,STEM,Has relevent experience,7,100-500,Funded Startup,2,11,0.0,0.92
101,Katie Brown,city_136,Male,no_enrollment,Masters,STEM,Has relevent experience,19,10/49,Funded Startup,3,12,0.0,0.897
16561,David Davis,city_16,unknow,no_enrollment,High School,unknow,Has relevent experience,4,unknow,unknow,never,56,0.0,0.91
18902,David Martinez,city_103,Male,no_enrollment,Graduate,Humanities,Has relevent experience,6,10000+,Pvt Ltd,1,9,0.0,0.92
10702,Sarah Jones,city_98,Female,Full time course,Graduate,STEM,Has relevent experience,16,<10,Early Stage Startup,3,152,0.0,0.949
213,Sarah Hernandez,city_21,Female,no_enrollment,Masters,STEM,Has relevent experience,3,50-99,Early Stage Startup,1,22,1.0,0.624
5420,David Brown,city_90,Male,no_enrollment,Graduate,STEM,No relevent experience,6,100-500,Pvt Ltd,>4,8,0.0,0.698
18125,Sarah Martinez,city_103,Male,no_enrollment,Masters,Humanities,Has relevent experience,7,10000+,Pvt Ltd,1,20,0.0,0.92
12421,David Miller,city_21,Male,no_enrollment,Masters,STEM,Has relevent experience,17,10/49,Pvt Ltd,1,48,1.0,0.624
3489,Alex Johnson,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,10/49,Pvt Ltd,2,43,0.0,0.92
20972,Sarah Martinez,city_103,Male,no_enrollment,Masters,STEM,Has relevent experience,>20,1000-4999,Pvt Ltd,>4,37,0.0,0.92
6848,Chris Martinez,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,6,50-99,Pvt Ltd,>4,22,1.0,0.624
1415,Katie Smith,city_16,Male,no_enrollment,Phd,STEM,Has relevent experience,>20,<10,Early Stage Startup,2,26,0.0,0.91
14645,Emily Smith,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,2,unknow,unknow,1,6,1.0,0.624
20686,Laura Hernandez,city_136,Female,no_enrollment,Masters,STEM,Has relevent experience,2,1000-4999,Pvt Ltd,1,56,0.0,0.897
31127,Laura Smith,city_97,Male,Full time course,Graduate,STEM,Has relevent experience,3,100-500,Pvt Ltd,2,228,0.0,0.925
28045,Alex Williams,city_43,Male,Full time course,unknow,unknow,No relevent experience,5,50-99,Pvt Ltd,1,20,0.0,0.516
22840,Laura Davis,city_114,Male,Full time course,High School,unknow,No relevent experience,5,unknow,unknow,1,8,0.0,0.926
24473,Alex Miller,city_28,unknow,Full time course,High School,unknow,No relevent experience,2,unknow,unknow,never,182,0.0,0.939
15646,Laura Hernandez,city_176,Male,Full time course,Masters,STEM,Has relevent experience,10,unknow,unknow,1,102,0.0,0.764
1743,Sarah Johnson,city_36,Male,no_enrollment,Masters,Business Degree,Has relevent experience,>20,1000-4999,Pvt Ltd,never,133,0.0,0.893
26355,David Smith,city_103,Female,no_enrollment,Masters,Humanities,No relevent experience,>20,unknow,unknow,1,47,0.0,0.92
27231,Laura Miller,city_104,Male,no_enrollment,High School,unknow,Has relevent experience,9,unknow,unknow,never,246,0.0,0.924
4915,Jane Miller,city_57,Female,Full time course,Graduate,STEM,Has relevent experience,5,unknow,Pvt Ltd,never,40,1.0,0.866
25407,Jane Jones,city_114,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,<10,Pvt Ltd,>4,30,0.0,0.926
30894,Katie Martinez,city_90,Male,Full time course,Masters,STEM,No relevent experience,3,unknow,unknow,never,108,1.0,0.698
27218,Jane Martinez,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,4,<10,Pvt Ltd,1,166,0.0,0.624
26194,Mike Brown,city_127,Other,unknow,Phd,STEM,Has relevent experience,>20,unknow,unknow,never,256,0.0,0.745
20971,Jane Jones,city_114,Male,no_enrollment,Phd,STEM,Has relevent experience,>20,100-500,Pvt Ltd,4,30,0.0,0.926
25826,Emily Smith,city_114,Male,no_enrollment,Graduate,STEM,Has relevent experience,9,500-999,Pvt Ltd,4,54,0.0,0.926
5467,Katie Garcia,city_67,Male,Full time course,High School,unknow,No relevent experience,3,1000-4999,Pvt Ltd,1,52,0.0,0.855
25594,Emily Williams,city_75,Male,no_enrollment,Graduate,STEM,Has relevent experience,9,unknow,Pvt Ltd,never,80,0.0,0.939
16827,Alex Garcia,city_73,Male,no_enrollment,High School,unknow,No relevent experience,4,<10,Early Stage Startup,4,94,1.0,0.754
32109,Mike Smith,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,5000-9999,NGO,4,36,0.0,0.92
7371,Jane Martinez,city_103,Male,no_enrollment,Phd,STEM,No relevent experience,14,1000-4999,Pvt Ltd,1,15,0.0,0.92
7920,John Hernandez,city_84,Male,no_enrollment,Masters,STEM,Has relevent experience,15,50-99,Pvt Ltd,2,96,1.0,0.698
6223,Alex Johnson,city_160,unknow,Full time course,Graduate,STEM,Has relevent experience,8,100-500,Pvt Ltd,unknow,8,0.0,0.92
3810,Chris Hernandez,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,500-999,Pvt Ltd,>4,152,0.0,0.92
21867,John Smith,city_179,Male,no_enrollment,Masters,STEM,Has relevent experience,9,50-99,Pvt Ltd,1,68,0.0,0.512
19369,Chris Johnson,city_1,Male,Full time course,Masters,STEM,Has relevent experience,11,unknow,unknow,>4,13,0.0,0.847
28094,Chris Williams,city_160,Male,no_enrollment,Graduate,STEM,Has relevent experience,10,unknow,unknow,1,50,1.0,0.92
19511,John Davis,city_10,Male,Part time course,Graduate,STEM,Has relevent experience,10,<10,Pvt Ltd,1,72,0.0,0.895
5117,Chris Hernandez,city_160,Male,Part time course,Graduate,STEM,No relevent experience,5,unknow,Pvt Ltd,never,13,0.0,0.92
27852,Chris Martinez,city_72,Male,no_enrollment,Graduate,STEM,Has relevent experience,17,100-500,Pvt Ltd,2,21,0.0,0.795
6840,Jane Brown,city_116,Male,Full time course,Graduate,STEM,Has relevent experience,8,unknow,Pvt Ltd,1,145,0.0,0.743
24907,Laura Brown,city_76,Male,no_enrollment,Graduate,STEM,Has relevent experience,10,1000-4999,Pvt Ltd,4,66,0.0,0.698
14061,Chris Williams,city_103,Male,Full time course,High School,unknow,No relevent experience,8,unknow,unknow,1,79,0.0,0.92
17121,Laura Johnson,city_73,Male,Full time course,High School,unknow,No relevent experience,11,50-99,Public Sector,>4,40,0.0,0.754
15706,Alex Johnson,city_117,unknow,Part time course,Graduate,STEM,No relevent experience,4,1000-4999,Pvt Ltd,2,136,0.0,0.698
14196,Chris Johnson,city_136,Male,Part time course,Graduate,STEM,Has relevent experience,6,10000+,Public Sector,4,25,0.0,0.897
13319,John Davis,city_21,unknow,Full time course,High School,unknow,No relevent experience,<1,unknow,unknow,never,50,1.0,0.624
30368,Sarah Davis,city_128,Male,Full time course,High School,unknow,Has relevent experience,5,unknow,unknow,never,3,0.0,0.527
20311,Laura Miller,city_75,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,1000-4999,Pvt Ltd,2,42,0.0,0.939
6148,John Martinez,city_16,Male,Full time course,Graduate,STEM,No relevent experience,3,10000+,Pvt Ltd,1,78,1.0,0.91
5241,Emily Hernandez,city_162,unknow,Full time course,Graduate,STEM,No relevent experience,3,100-500,Pvt Ltd,never,4,0.0,0.767
10998,Emily Hernandez,city_136,Male,no_enrollment,Masters,STEM,Has relevent experience,6,10/49,Funded Startup,2,146,0.0,0.897
25412,Laura Martinez,city_103,Male,Full time course,High School,unknow,No relevent experience,6,unknow,unknow,1,196,0.0,0.92
14805,Alex Hernandez,city_16,unknow,no_enrollment,Graduate,STEM,No relevent experience,2,unknow,unknow,never,50,1.0,0.91
30623,Emily Smith,city_21,Male,no_enrollment,Graduate,STEM,No relevent experience,7,100-500,Pvt Ltd,>4,84,0.0,0.624
5347,Sarah Smith,city_127,unknow,Full time course,Graduate,STEM,No relevent experience,6,unknow,Pvt Ltd,never,50,0.0,0.745
21026,Laura Brown,city_16,Male,no_enrollment,Graduate,Other,No relevent experience,1,unknow,unknow,1,7,0.0,0.91
29466,Jane Garcia,city_103,unknow,no_enrollment,High School,unknow,No relevent experience,2,unknow,unknow,never,37,0.0,0.92
32723,John Williams,city_21,Male,no_enrollment,Masters,STEM,No relevent experience,4,50-99,Pvt Ltd,1,3,0.0,0.624
19851,David Garcia,city_67,Male,no_enrollment,Masters,STEM,Has relevent experience,4,100-500,unknow,4,67,0.0,0.855
5024,Emily Garcia,city_116,Male,unknow,Masters,STEM,No relevent experience,2,unknow,unknow,1,44,0.0,0.743
15631,Emily Smith,city_136,Male,no_enrollment,Masters,Other,No relevent experience,<1,unknow,unknow,2,50,1.0,0.897
1147,John Miller,city_103,Other,Full time course,Graduate,STEM,No relevent experience,11,5000-9999,Pvt Ltd,1,16,0.0,0.92
10415,Emily Brown,city_75,Female,no_enrollment,Masters,STEM,Has relevent experience,>20,1000-4999,unknow,1,56,0.0,0.939
24593,Katie Johnson,city_67,unknow,Part time course,Graduate,STEM,Has relevent experience,6,1000-4999,Pvt Ltd,never,39,0.0,0.855
6370,Jane Smith,city_103,unknow,Part time course,Graduate,STEM,Has relevent experience,1,50-99,Funded Startup,1,117,0.0,0.92
25935,John Brown,city_36,Male,no_enrollment,Masters,STEM,Has relevent experience,10,10/49,Early Stage Startup,2,57,1.0,0.893
6532,Jane Brown,city_114,unknow,no_enrollment,Masters,STEM,Has relevent experience,8,500-999,Pvt Ltd,never,44,0.0,0.926
5398,Katie Davis,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,6,10000+,Pvt Ltd,1,50,1.0,0.624
12788,David Jones,city_116,Male,no_enrollment,Masters,STEM,Has relevent experience,7,1000-4999,Pvt Ltd,>4,6,0.0,0.743
280,John Garcia,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,3,10000+,Pvt Ltd,2,34,1.0,0.624
4643,Sarah Williams,city_21,unknow,no_enrollment,Primary School,unknow,No relevent experience,<1,unknow,Pvt Ltd,never,150,1.0,0.624
2328,David Martinez,city_16,Male,no_enrollment,Graduate,STEM,Has relevent experience,13,1000-4999,Pvt Ltd,1,114,0.0,0.91
23615,Alex Brown,city_50,Male,Part time course,High School,unknow,No relevent experience,6,unknow,unknow,1,43,0.0,0.8959999999999999
4611,Alex Johnson,city_23,Male,no_enrollment,Graduate,STEM,Has relevent experience,17,unknow,unknow,never,33,0.0,0.899
6780,Chris Brown,city_46,Male,no_enrollment,Graduate,STEM,Has relevent experience,14,1000-4999,Pvt Ltd,3,77,1.0,0.762
2363,Katie Jones,city_75,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,1000-4999,Pvt Ltd,1,302,1.0,0.939
6810,Chris Martinez,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,7,100-500,Pvt Ltd,2,6,1.0,0.624
27328,Alex Hernandez,city_103,Male,Part time course,Graduate,STEM,Has relevent experience,2,10000+,Pvt Ltd,1,55,0.0,0.92
24750,Sarah Miller,city_102,unknow,no_enrollment,Primary School,unknow,Has relevent experience,>20,10000+,unknow,1,55,0.0,0.804
14486,Jane Jones,city_21,unknow,no_enrollment,Graduate,STEM,Has relevent experience,5,500-999,Early Stage Startup,1,294,0.0,0.624
597,Jane Davis,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,12,500-999,unknow,1,39,0.0,0.92
19879,Alex Johnson,city_114,unknow,Part time course,Graduate,STEM,Has relevent experience,4,10000+,unknow,1,272,0.0,0.926
15894,Sarah Garcia,city_101,Male,no_enrollment,Graduate,STEM,Has relevent experience,3,50-99,Early Stage Startup,1,57,1.0,0.5579999999999999
30806,Katie Martinez,city_11,Male,Part time course,Graduate,STEM,Has relevent experience,7,unknow,unknow,2,310,0.0,0.55
28407,David Johnson,city_16,Male,Full time course,Graduate,STEM,No relevent experience,9,unknow,unknow,never,92,1.0,0.91
31124,Mike Garcia,city_77,unknow,no_enrollment,Graduate,STEM,Has relevent experience,5,50-99,Pvt Ltd,1,19,0.0,0.83
17344,Emily Hernandez,city_75,Male,no_enrollment,Graduate,STEM,Has relevent experience,15,unknow,unknow,>4,34,1.0,0.939
158,David Smith,city_21,Male,no_enrollment,Masters,STEM,Has relevent experience,4,100-500,Pvt Ltd,1,92,1.0,0.624
2554,Mike Williams,city_16,unknow,no_enrollment,Graduate,STEM,Has relevent experience,8,100-500,NGO,1,86,0.0,0.91
30876,Alex Davis,city_11,unknow,Full time course,Graduate,STEM,Has relevent experience,4,10/49,Pvt Ltd,unknow,7,1.0,0.55
24616,Laura Jones,city_103,Male,no_enrollment,Masters,STEM,Has relevent experience,9,100-500,unknow,1,4,0.0,0.92
20560,John Smith,city_162,unknow,Full time course,Graduate,STEM,Has relevent experience,1,10/49,Pvt Ltd,never,149,0.0,0.767
8021,Laura Johnson,city_71,Male,no_enrollment,Graduate,STEM,Has relevent experience,7,unknow,unknow,2,45,1.0,0.884
15632,Laura Miller,city_21,unknow,no_enrollment,Graduate,STEM,Has relevent experience,5,100-500,Funded Startup,1,58,0.0,0.624
15087,Mike Brown,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,8,10/49,Funded Startup,1,57,0.0,0.92
11951,David Hernandez,city_114,Male,no_enrollment,Masters,STEM,No relevent experience,10,unknow,unknow,1,50,0.0,0.926
11747,Alex Garcia,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,1000-4999,Pvt Ltd,>4,88,0.0,0.92
22586,Emily Hernandez,city_21,Male,no_enrollment,Masters,STEM,Has relevent experience,4,100-500,Pvt Ltd,2,37,0.0,0.624
12822,Emily Davis,city_16,Male,Part time course,Phd,STEM,Has relevent experience,>20,1000-4999,Public Sector,>4,29,0.0,0.91
28442,Alex Davis,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,unknow,unknow,1,157,1.0,0.92
27997,Jane Brown,city_103,Female,no_enrollment,Graduate,Humanities,Has relevent experience,4,50-99,Funded Startup,1,162,0.0,0.92
20252,Chris Miller,city_103,Male,no_enrollment,Masters,STEM,Has relevent experience,10,<10,Pvt Ltd,1,28,0.0,0.92
14130,Laura Jones,city_138,Male,no_enrollment,High School,unknow,Has relevent experience,10,50-99,Pvt Ltd,never,150,0.0,0.836
4143,Katie Johnson,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,1000-4999,Pvt Ltd,2,29,0.0,0.92
16078,Emily Miller,city_160,Male,no_enrollment,Graduate,STEM,Has relevent experience,20,10000+,Other,>4,45,0.0,0.92
8572,Mike Hernandez,city_103,Female,no_enrollment,Graduate,Business Degree,Has relevent experience,2,50-99,Pvt Ltd,1,222,0.0,0.92
17155,Sarah Johnson,city_28,Male,no_enrollment,Masters,STEM,Has relevent experience,>20,unknow,unknow,>4,90,0.0,0.939
3466,Chris Jones,city_114,unknow,unknow,Graduate,STEM,No relevent experience,<1,unknow,unknow,never,4,0.0,0.926
25961,Alex Garcia,city_21,Male,no_enrollment,Masters,STEM,No relevent experience,2,<10,Early Stage Startup,1,95,0.0,0.624
10425,Sarah Hernandez,city_149,Male,no_enrollment,Graduate,STEM,Has relevent experience,5,50-99,Pvt Ltd,1,12,0.0,0.6890000000000001
4126,John Jones,city_103,Male,no_enrollment,Graduate,Humanities,Has relevent experience,>20,100-500,Pvt Ltd,>4,90,0.0,0.92
28558,John Martinez,city_19,Male,no_enrollment,Graduate,STEM,Has relevent experience,10,10000+,Pvt Ltd,never,54,1.0,0.682
29516,Chris Hernandez,city_67,Female,Full time course,High School,unknow,No relevent experience,3,unknow,unknow,never,14,0.0,0.855
14461,Jane Brown,city_155,Male,no_enrollment,Graduate,STEM,No relevent experience,1,50-99,Pvt Ltd,1,290,1.0,0.556
30217,David Miller,city_16,Male,no_enrollment,Masters,STEM,Has relevent experience,15,10000+,Pvt Ltd,>4,6,0.0,0.91
1506,Alex Smith,city_103,unknow,no_enrollment,Graduate,STEM,Has relevent experience,8,100-500,Pvt Ltd,1,176,0.0,0.92
29943,Laura Martinez,city_160,Male,Full time course,Graduate,STEM,No relevent experience,7,unknow,unknow,1,70,0.0,0.92
23005,John Smith,city_16,Male,no_enrollment,Masters,STEM,Has relevent experience,15,500-999,Pvt Ltd,2,50,0.0,0.91
4941,Emily Smith,city_97,Male,Full time course,Graduate,STEM,No relevent experience,3,100-500,unknow,never,21,0.0,0.925
9355,Sarah Hernandez,city_136,Male,Full time course,Graduate,STEM,No relevent experience,11,unknow,unknow,1,156,1.0,0.897
27147,John Brown,city_114,Male,no_enrollment,Graduate,STEM,No relevent experience,4,10/49,Pvt Ltd,4,18,0.0,0.926
32863,Chris Jones,city_103,Male,no_enrollment,Graduate,Other,No relevent experience,>20,100-500,Funded Startup,3,23,0.0,0.92
8725,Chris Hernandez,city_82,Male,unknow,Graduate,STEM,Has relevent experience,3,<10,Pvt Ltd,1,51,0.0,0.693
11122,Katie Garcia,city_50,Male,no_enrollment,Graduate,Other,No relevent experience,15,5000-9999,Pvt Ltd,1,17,0.0,0.8959999999999999
2264,John Miller,city_76,Male,no_enrollment,Graduate,STEM,Has relevent experience,11,10000+,Pvt Ltd,2,108,0.0,0.698
24046,Chris Hernandez,city_75,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,1000-4999,Pvt Ltd,2,22,0.0,0.939
4661,Mike Williams,city_136,Male,no_enrollment,Graduate,STEM,Has relevent experience,2,unknow,unknow,2,66,0.0,0.897
25044,David Williams,city_21,unknow,Full time course,Graduate,STEM,No relevent experience,<1,10000+,Pvt Ltd,1,166,0.0,0.624
7982,Chris Davis,city_40,unknow,Part time course,Graduate,STEM,Has relevent experience,4,500-999,Pvt Ltd,1,44,0.0,0.7759999999999999
27734,John Garcia,city_73,Male,no_enrollment,Graduate,STEM,No relevent experience,6,unknow,unknow,never,134,1.0,0.754
8294,Chris Garcia,city_83,unknow,no_enrollment,Masters,Humanities,No relevent experience,>20,unknow,unknow,>4,24,1.0,0.923
29520,Mike Johnson,city_114,Male,Full time course,Graduate,STEM,No relevent experience,8,unknow,unknow,1,92,1.0,0.926
3869,Katie Williams,city_23,Male,no_enrollment,High School,unknow,Has relevent experience,4,100-500,Pvt Ltd,2,111,0.0,0.899
19217,Laura Davis,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,12,50-99,Pvt Ltd,>4,38,0.0,0.92
22339,John Miller,city_74,Male,Part time course,Graduate,STEM,No relevent experience,3,unknow,unknow,never,47,1.0,0.579
5335,Laura Miller,city_90,Male,Part time course,High School,unknow,Has relevent experience,12,unknow,unknow,4,31,0.0,0.698
6979,Jane Williams,city_65,unknow,no_enrollment,High School,unknow,Has relevent experience,11,unknow,unknow,1,85,0.0,0.802
17646,Sarah Smith,city_73,unknow,no_enrollment,Graduate,STEM,No relevent experience,1,unknow,unknow,1,120,1.0,0.754
6542,Emily Brown,city_36,Male,no_enrollment,Masters,STEM,Has relevent experience,17,1000-4999,NGO,1,13,0.0,0.893
26970,Katie Hernandez,city_114,Male,no_enrollment,High School,unknow,Has relevent experience,14,<10,Pvt Ltd,2,77,0.0,0.926
23369,Emily Davis,city_65,Male,no_enrollment,Graduate,STEM,Has relevent experience,9,10/49,Pvt Ltd,>4,75,0.0,0.802
5308,Laura Williams,city_71,Male,no_enrollment,Masters,STEM,Has relevent experience,16,100-500,Pvt Ltd,1,25,0.0,0.884
26258,David Johnson,city_103,Female,no_enrollment,Graduate,STEM,Has relevent experience,20,unknow,unknow,>4,20,1.0,0.92
13558,Jane Martinez,city_67,unknow,Full time course,Masters,STEM,Has relevent experience,10,10000+,Pvt Ltd,1,82,0.0,0.855
19262,Jane Martinez,city_103,unknow,no_enrollment,Graduate,Arts,No relevent experience,4,10000+,Pvt Ltd,3,178,1.0,0.92
10891,Emily Davis,city_23,Male,no_enrollment,Graduate,STEM,Has relevent experience,20,500-999,Pvt Ltd,>4,15,0.0,0.899
26375,John Martinez,city_103,Male,no_enrollment,High School,unknow,No relevent experience,5,unknow,unknow,never,15,0.0,0.92
20651,Sarah Garcia,city_21,Female,no_enrollment,Masters,STEM,Has relevent experience,3,1000-4999,NGO,1,6,1.0,0.624
20247,David Hernandez,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,3,1000-4999,Pvt Ltd,1,4,0.0,0.92
6658,John Jones,city_83,Male,no_enrollment,Graduate,Business Degree,No relevent experience,3,1000-4999,Pvt Ltd,1,51,0.0,0.923
33307,Sarah Davis,city_136,Male,no_enrollment,Masters,STEM,Has relevent experience,7,100-500,Pvt Ltd,4,45,0.0,0.897
18691,Mike Garcia,city_149,unknow,no_enrollment,High School,unknow,Has relevent experience,2,unknow,unknow,2,100,0.0,0.6890000000000001
5614,Jane Johnson,city_21,unknow,no_enrollment,Graduate,STEM,Has relevent experience,4,10000+,Pvt Ltd,1,28,1.0,0.624
20232,Mike Hernandez,city_160,Male,Full time course,Graduate,STEM,No relevent experience,5,unknow,unknow,1,86,1.0,0.92
10934,Jane Garcia,city_103,Female,no_enrollment,Graduate,STEM,Has relevent experience,>20,<10,Funded Startup,1,134,0.0,0.92
6062,Alex Davis,city_160,unknow,no_enrollment,Masters,STEM,Has relevent experience,>20,5000-9999,Pvt Ltd,1,22,0.0,0.92
12720,Sarah Martinez,city_16,Male,no_enrollment,High School,unknow,Has relevent experience,>20,1000-4999,Pvt Ltd,>4,200,1.0,0.91
23912,Alex Jones,city_67,Male,no_enrollment,Masters,Other,No relevent experience,<1,unknow,unknow,2,59,0.0,0.855
8915,David Williams,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,10/49,Pvt Ltd,>4,43,0.0,0.92
12805,Alex Johnson,city_152,Male,no_enrollment,Masters,STEM,Has relevent experience,7,10/49,Pvt Ltd,2,25,0.0,0.698
28604,Sarah Miller,city_71,Male,no_enrollment,Masters,STEM,Has relevent experience,>20,50-99,Early Stage Startup,>4,39,0.0,0.884
8303,Sarah Brown,city_13,Female,no_enrollment,Masters,STEM,Has relevent experience,6,100-500,Pvt Ltd,1,130,0.0,0.8270000000000001
29214,Emily Martinez,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,6,100-500,Funded Startup,1,168,0.0,0.92
24745,John Martinez,city_150,Female,Part time course,Graduate,STEM,Has relevent experience,<1,5000-9999,Public Sector,1,8,1.0,0.698
16686,Mike Miller,city_16,unknow,Full time course,Graduate,STEM,Has relevent experience,14,10000+,Pvt Ltd,never,9,0.0,0.91
14269,Sarah Williams,city_114,unknow,no_enrollment,High School,unknow,No relevent experience,5,unknow,unknow,1,22,1.0,0.926
3157,Emily Johnson,city_103,Male,no_enrollment,Masters,Humanities,Has relevent experience,5,50-99,Pvt Ltd,1,198,0.0,0.92
25032,Alex Martinez,city_54,unknow,no_enrollment,Graduate,STEM,Has relevent experience,12,50-99,Pvt Ltd,>4,214,1.0,0.856
2452,Sarah Garcia,city_136,Female,no_enrollment,Masters,STEM,No relevent experience,6,500-999,Public Sector,4,72,0.0,0.897
25009,Katie Martinez,city_28,Male,no_enrollment,Graduate,STEM,No relevent experience,2,10000+,Pvt Ltd,1,40,0.0,0.939
11172,Sarah Brown,city_103,Female,no_enrollment,Graduate,STEM,Has relevent experience,6,10000+,Pvt Ltd,1,138,0.0,0.92
24640,Katie Miller,city_73,Male,Part time course,High School,unknow,No relevent experience,4,10000+,unknow,1,328,0.0,0.754
20417,Katie Brown,city_102,Female,no_enrollment,Graduate,STEM,Has relevent experience,13,50-99,Pvt Ltd,>4,26,0.0,0.804
17616,John Williams,city_103,unknow,no_enrollment,High School,unknow,No relevent experience,3,unknow,unknow,never,55,0.0,0.92
7919,Katie Smith,city_83,unknow,no_enrollment,Graduate,STEM,Has relevent experience,6,<10,Pvt Ltd,1,260,0.0,0.923
15053,John Brown,city_160,Male,Full time course,Graduate,STEM,Has relevent experience,20,10/49,Pvt Ltd,1,334,0.0,0.92
27274,Chris Johnson,city_102,Male,no_enrollment,Graduate,STEM,Has relevent experience,11,unknow,unknow,1,96,1.0,0.804
3626,Laura Smith,city_16,Male,Part time course,Graduate,STEM,Has relevent experience,3,1000-4999,unknow,1,148,0.0,0.91
12715,John Johnson,city_16,Male,no_enrollment,Phd,STEM,No relevent experience,>20,unknow,Public Sector,2,220,0.0,0.91
7932,John Jones,city_21,Male,Part time course,Graduate,STEM,Has relevent experience,7,100-500,Pvt Ltd,2,17,0.0,0.624
4444,David Martinez,city_16,Male,no_enrollment,Graduate,STEM,Has relevent experience,15,50-99,Pvt Ltd,2,102,0.0,0.91
18599,Katie Jones,city_114,Male,Full time course,Masters,STEM,No relevent experience,4,10/49,Public Sector,4,40,1.0,0.926
33213,David Miller,city_103,Male,no_enrollment,Graduate,STEM,Has relevent experience,>20,unknow,unknow,>4,37,0.0,0.92
1120,Laura Garcia,city_61,Male,no_enrollment,Graduate,STEM,Has relevent experience,10,50-99,Funded Startup,1,65,0.0,0.913
5558,Sarah Garcia,city_152,unknow,Full time course,Graduate,STEM,Has relevent experience,9,<10,Pvt Ltd,>4,9,0.0,0.698
22471,David Garcia,city_83,Male,no_enrollment,Phd,STEM,Has relevent experience,7,100-500,Pvt Ltd,4,26,0.0,0.923
15033,David Hernandez,city_71,Male,no_enrollment,Masters,STEM,Has relevent experience,4,500-999,Public Sector,2,41,0.0,0.884
8037,Sarah Jones,city_41,Male,no_enrollment,Graduate,STEM,Has relevent experience,14,unknow,unknow,1,109,0.0,0.8270000000000001
27721,John Miller,city_67,Male,Full time course,Graduate,STEM,Has relevent experience,7,1000-4999,Pvt Ltd,2,34,1.0,0.855
14653,Sarah Garcia,city_67,unknow,no_enrollment,Masters,STEM,Has relevent experience,16,unknow,unknow,1,18,0.0,0.855
178,John Davis,city_21,Male,no_enrollment,Graduate,STEM,Has relevent experience,11,unknow,unknow,1,106,0.0,0.624
22049,Alex Miller,city_103,Male,no_enrollment,Graduate,Business Degree,Has relevent experience,>20,100-500,Pvt Ltd,>4,79,0.0,0.92
17934,Alex Brown,city_23,Male,Full time course,Primary School,unknow,No relevent experience,3,unknow,unknow,2,58,0.0,0.899
13081,Laura Martinez,city_46,Female,Full time course,Graduate,STEM,No relevent experience,3,unknow,NGO,>4,122,1.0,0.762
